question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,
What is the description of the 'Loss of View' attack pattern?,"<b>The 'Loss of View' attack pattern involves an adversary preventing a user from accessing or perceiving certain information or data. This can occur through various means, such as manipulating the display of information, blocking access to data, or creating distractions that divert attention away from critical information. The goal of this attack is to impair the user's ability to make informed decisions or to act based on the information that is being obscured or hidden.</b>","['[""The \'Loss of View\' attack pattern involves an adversary preventing a user from accessing or perceiving certain information or data. This can occur through various means"", \'such as manipulating the display of information\', \'blocking access to data\', ""or creating distractions that divert attention away from critical information. The goal of this attack is to impair the user\'s ability to make informed decisions or to act based on the information that is being obscured or hidden.""]']","Adversaries may cause a sustained or permanent loss of view where the ICS equipment will require local, hands-on operator intervention.",1,0.960303383146687,0.9999999999,0,0,1,0.827303761468516,0.635397368938557,,,,,,,,,
Which kill chain phase does the 'Loss of View' attack pattern belong to?,"<b>The 'Loss of View' attack pattern belongs to the ""Delivery"" phase of the kill chain.</b>","['[\'The \\\'Loss of View\\\' attack pattern belongs to the ""Delivery"" phase of the kill chain.\']']",Impact,1,0.978637186235744,0,0,0,0.5,0.784311260403586,0.196077815100896,,,,,,,,,
What is the external ID for the 'Loss of View' attack pattern?,<b>The external ID for the 'Loss of View' attack pattern is T1021.</b>,"['[""The external ID for the \'Loss of View\' attack pattern is T1021.""]']",T0829,1,1,0,0,0,1,0.814042073480723,0.20351051837018,,,,,,,,,
Which external references are associated with the 'Loss of View' attack pattern?,<b>There are no external references associated with the 'Loss of View' attack pattern.</b>,"['[""There are no external references associated with the \'Loss of View\' attack pattern.""]']","Corero, Michael J. Assante and Robert M. Lee, Tyson Macaulay",1,0.981185034056365,0.9999999999,1,0,1,0.727231682073797,0.181807920518449,,,,,,,,,
What is the name of the attack pattern that involves activating firmware update mode?,"<b>The attack pattern that involves activating firmware update mode is known as ""Firmware Update.""</b>","['[\'The attack pattern that involves activating firmware update mode is known as ""Firmware Update.""\']']",Activate Firmware Update Mode,1,0.976752094409998,0.9999999999,1,0,1,0.851468101127915,0.212867025281978,,,,,,,,,
What is the description of the 'Activate Firmware Update Mode' attack pattern?,"<b>The 'Activate Firmware Update Mode' attack pattern involves an attacker manipulating a device to enter a state that allows for firmware updates. This can enable the attacker to install malicious firmware, potentially compromising the device's functionality and security. The attack typically exploits vulnerabilities in the update process or the device's firmware management features, allowing unauthorized access and control over the device.</b>","['[""The \'Activate Firmware Update Mode\' attack pattern involves an attacker manipulating a device to enter a state that allows for firmware updates. This can enable the attacker to install malicious firmware"", ""potentially compromising the device\'s functionality and security. The attack typically exploits vulnerabilities in the update process or the device\'s firmware management features"", \'allowing unauthorized access and control over the device.\']']",Adversaries may activate firmware update mode on devices to prevent expected response functions from engaging in reaction to an emergency or process malfunction.,1,0.973882558432185,0.9999999999,0,0,1,0.889775889936508,0.222443972484127,,,,,,,,,
Which kill chain phase does the 'Activate Firmware Update Mode' attack pattern belong to?,<b>The 'Activate Firmware Update Mode' attack pattern belongs to the Delivery phase of the kill chain.</b>,"['[""The \'Activate Firmware Update Mode\' attack pattern belongs to the Delivery phase of the kill chain.""]']",Inhibit-response-function,1,0.985223344413654,0,0,0,1,0.745633355397785,0.186408338849446,,,,,,,,,
What is the external ID for the 'Activate Firmware Update Mode' attack pattern?,<b>The external ID for the 'Activate Firmware Update Mode' attack pattern is T1552.002.</b>,"['[""The external ID for the \'Activate Firmware Update Mode\' attack pattern is T1552.002.""]']",T0800,1,0.999999999999999,0,0,0,1,0.808668769962794,0.202167192490698,,,,,,,,,
Which data sources are associated with the 'Activate Firmware Update Mode' attack pattern?,<b>No data sources are associated with the 'Activate Firmware Update Mode' attack pattern.</b>,"['[""No data sources are associated with the \'Activate Firmware Update Mode\' attack pattern.""]']","Network Traffic: Network Traffic Content, Operational Databases: Device Alarm, Application Log: Application Log Content",1,0,0,0,0,1,0.749961423215758,0.187476006617585,,,,,,,,,
What is the name of the attack pattern that involves manipulation of control?,"<b>The attack pattern that involves manipulation of control is known as ""Control Manipulation.""</b>","['[\'The attack pattern that involves manipulation of control is known as ""Control Manipulation.""\']']",Manipulation of Control,1,0.976438410073547,0.9999999999,1,0,1,0.898184991677572,0.724546247919393,,,,,,,,,
What is the description of the 'Manipulation of Control' attack pattern?,"<b>The 'Manipulation of Control' attack pattern involves an adversary gaining unauthorized control over a system or its components, allowing them to manipulate the system's operations or data. This can include altering configurations, bypassing security measures, or executing commands that compromise the integrity and availability of the system. The goal of such an attack is often to disrupt normal functioning, steal sensitive information, or gain further access to the network or system.</b>","['[""The \'Manipulation of Control\' attack pattern involves an adversary gaining unauthorized control over a system or its components"", ""allowing them to manipulate the system\'s operations or data. This can include altering configurations"", \'bypassing security measures\', \'or executing commands that compromise the integrity and availability of the system. The goal of such an attack is often to disrupt normal functioning\', \'steal sensitive information\', \'or gain further access to the network or system.\']']",Adversaries may manipulate physical process control within the industrial environment.,1,0.984384266094266,0.9999999999,0,0,1,0.842271395592983,0.210567848898245,,,,,,,,,
Which kill chain phase does the 'Manipulation of Control' attack pattern belong to?,<b>The 'Manipulation of Control' attack pattern belongs to the 'Delivery' phase of the kill chain.</b>,"['[""The \'Manipulation of Control\' attack pattern belongs to the \'Delivery\' phase of the kill chain.""]']",Impact,1,0.977204656078074,0,0,0,1,0.77527840873401,0.193819602183502,,,,,,,,,
What is the external ID for the 'Manipulation of Control' attack pattern?,<b>The external ID for the 'Manipulation of Control' attack pattern is not provided in the available information.</b>,"['[""The external ID for the \'Manipulation of Control\' attack pattern is not provided in the available information.""]']",T0831,1,0,0,0,0,1,0.763952459354076,0.190988114838519,,,,,,,,,
Which external references are associated with the 'Manipulation of Control' attack pattern?,<b>There are no external references associated with the 'Manipulation of Control' attack pattern.</b>,"['[""There are no external references associated with the \'Manipulation of Control\' attack pattern.""]']","Bruce Schneier January 2008, John Bill May 2017, Shelley Smith February 2008",1,0.980840176366592,0,0,0,1,0.754938910097651,0.188734727524412,,,,,,,,,
